lemma,sedes,x,z
ἐκ,3,615,+0.728898484503799
ἐκ,4,20,-2.20265613832829
ἐκ,5,4,-2.2814878592784
ἐκ,6,57,-2.02035778363117
ἐκ,6.5,1,-2.29626880695654
ἐκ,7,109,-1.76415469054332
ἐκ,8,68,-1.96616097547797
ἐκ,9,348,-0.586605858851106
ἐκ,12,4,-2.2814878592784
"ἐκ,ἀπόδιίημι",8,1,
"ἐκ,ἐνἕπομαι",1,1,
"ἐκ,ἐνἕπομαι",7,1,
"ἐκ,ἐνἕπομαι",9,1,
"ἐκ,ὑπόἀλύσσω",9,4,
ἐκὰς,6,1,
ἐκάμεσθε,10,1,
ἐκἀλέω,9,1,
ἐκἀναβαίνω,3,1,
ἐκβάλλω,1,2,-1.51367590670602
ἐκβάλλω,2,1,-2.00270966118028
ἐκβάλλω,3,4,-0.535608397757515
ἐκβάλλω,7,6,+0.442459111190991
ἐκβάλλω,8,1,-2.00270966118028
ἐκβάλλω,9,7,+0.931492865665245
ἐκβάσιος,1,1,
ἐκβάσιος,3,1,
ἐκβαίνω,1,4,-0.31570636786166
ἐκβαίνω,3,7,+0.975819682481495
ἐκβαίνω,4,1,-1.60723241820482
ἐκβαίνω,6,2,-1.1767237347571
ἐκβαίνω,7,1,-1.60723241820482
ἐκβῆτ’,1,1,
ἐκβλύοντα,3,1,
ἐκγεγάοντες,9,1,
ἐκγελάω,3,3,+0.577350269189626
ἐκγελάω,9,1,-1.73205080756888
ἐκγίγνομαι,1,1,-2.51209072998199
ἐκγίγνομαι,3,10,-1.54650585564516
ἐκγίγνομαι,9,30,+0.599238309547788
ἐκδάω,1,1,
ἐκδέρκομαι,8,1,
ἐκδέρω,3,1,
ἐκδέχομαι,9,1,
ἐκδέω,1,1,
ἐκδέω,8,1,
ἐκδίδωμι,1,4,
ἐκδιαβαίνω,3,1,
ἐκδιδάσκω,9,2,
ἐκδύω,1,1,-0.707106781186547
ἐκδύω,2,1,-0.707106781186547
ἐκδύω,3,1,-0.707106781186547
ἐκδύω,4,1,-0.707106781186547
ἐκδύω,8,2,+1.4142135623731
ἐκέρασσε,4,1,
ἐκέρασσε,8,1,
ἐκέρασσεν,4,1,
ἐκέσασσαν,8,1,
ἐκεάσθη,10,2,
ἐκεῖθεν,1,13,+1.04329083774082
ἐκεῖθεν,3,3,-1.16975033322456
ἐκεῖθεν,4,3,-1.16975033322456
ἐκεῖθεν,5,6,-0.505837981934943
ἐκεῖθεν,9,3,-1.16975033322456
ἐκεῖθι,1,24,+0.753628304152025
ἐκεῖθι,4,1,-2.18424474593214
ἐκεῖθι,5,12,-0.77917502632667
ἐκεῖθι,9,1,-2.18424474593214
ἐκεῖθι,10.5,1,-2.18424474593214
ἐκεῖθι,11,1,-2.18424474593214
ἐκεῖνος,1,137,+1.35072066694185
ἐκεῖνος,2,28,-1.30980693884575
ἐκεῖνος,2.5,2,-1.9444282026116
ἐκεῖνος,3,29,-1.28539842870091
ἐκεῖνος,4,100,+0.447605791582752
ἐκεῖνος,4.5,17,-1.578300550439
ἐκεῖνος,5,83,+0.0326611191204662
ἐκεῖνος,6,23,-1.43184948956996
ἐκεῖνος,8,4,-1.89561118232192
ἐκεῖνος,9,18,-1.55389204029416
ἐκεῖνος,10.5,48,-0.821636735948947
ἐκεῖνος,11,70,-0.284649512762459
ἐκεῖσε,1,5,+0.324442842261525
ἐκεῖσε,2.5,1,-1.62221421130763
ἐκεῖσε,3,1,-1.62221421130763
ἐκεῖσε,5,6,+0.811107105653813
ἐκεῖσε,9,1,-1.62221421130763
ἐκεῖσε,11,1,-1.62221421130763
ἐκθνήσκω,7,1,
ἐκθορέω,1,1,
ἐκθρῴσκω,3,1,
ἐκθρώισκω,1,6,+0.333333333333333
ἐκθρώισκω,3,1,-3
ἐκθρώισκω,5,1,-3
ἐκθρώισκω,7,6,+0.333333333333333
ἐκθρώισκω,9,6,+0.333333333333333
ἐκίχησε,4,7,+0.377964473009227
ἐκίχησε,8,1,-2.64575131106459
ἐκίχησεν,4,2,
ἐκκαθαίρω,3,1,
ἐκκαθαίρω,9,1,
ἐκκαλέω,3,2,+0.707106781186547
ἐκκαλέω,9,1,-1.4142135623731
ἐκκαταπάλλομαι,3,1,
ἐκκατεῖδον,3,3,
ἐκκενόω,9,1,
ἐκκεραΐζεις,9,1,
ἐκκλέπτω,7,1,
ἐκκλύω,8,1,
ἐκκναίω,3,1,
ἐκκορυφόω,9,1,
ἐκκυλίνδω,9,3,
ἐκλανθάνω,1,1,-2.18657140916165
ἐκλανθάνω,3,5,-0.21160368475758
ἐκλανθάνω,7,7,+0.775880177444458
ἐκλανθάνω,9,1,-2.18657140916165
ἐκλαχαίνω,9,2,
ἐκλέπτετε,8,1,
ἐκλελάθοντα,7,1,
ἐκλήγω,7,1,
ἐκλύω,1,1,-1.42915487618757
ἐκλύω,3,2,-1.02899151085505
ἐκλύω,6,1,-1.42915487618757
ἐκλύω,7,3,-0.628828145522532
ἐκλύω,9,7,+0.97182531580755
ἐκμάσσατο,8,1,
ἐκμάσσω,8,1,
ἐκμαίνω,1,1,
ἐκμαραίνω,9,1,
ἐκμολεῖν,1,2,
ἐκμυζάω,2,1,
ἐκμυζάω,3,1,
ἐκνοστέω,8,3,
ἐκόρυσσα,8,2,
ἐκόρυσσαν,4,1,
ἐκὄρνυμι,8,1,
ἐκούσιον,6.5,1,
ἐκπάλλω,4,1,
ἐκπαιφάσσω,2,1,
ἐκπατάσσω,7,1,
ἐκπέμπω,1,1,-1.37198868114007
ἐκπέμπω,3,3,+1.02899151085505
ἐκπέμπω,7,1,-1.37198868114007
ἐκπέμπω,8,2,-0.171498585142509
ἐκπέρθω,1,7,-0.979795897113271
ἐκπέρθω,3,13,+0.734846922834953
ἐκπέρθω,6,1,-2.6944387170615
ἐκπέτομαι,1,1,
ἐκπεράω,3,1,-2
ἐκπεράω,7,1,-2
ἐκπεράω,9,8,+0.5
ἐκπεφύασιν,9,1,
ἐκπίνω,1,11,+0.763057452148874
ἐκπίνω,3,1,-2.46526253771175
ἐκπίνω,7,8,-0.205438544809312
ἐκπίνω,9,2,-2.14243053872569
ἐκπίπτω,3,1,-2.91547594742265
ἐκπίπτω,8,1,-2.91547594742265
ἐκπίπτω,9,17,+0.342997170285018
ἐκπλέω,1,2,+0.707106781186547
ἐκπλέω,3,1,-1.4142135623731
ἐκπλήγνυμι,4,1,
ἐκπλήσσω,3,1,
ἐκπνέω,1,1,-2
ἐκπνέω,3,2,+0.5
ἐκπνέω,9,2,+0.5
ἐκπονέω,3,2,
ἐκποτάομαι,3,1,-2.64575131106459
ἐκποτάομαι,9,7,+0.377964473009227
ἐκπρέπω,1,2,
ἐκπρεπής,1,2,
ἐκπροβλώσκω,3,2,+0.707106781186547
ἐκπροβλώσκω,9,1,-1.4142135623731
ἐκπροκαλέομαι,1,3,
ἐκπρολείπω,9,1,
ἐκπροφεύγω,3,1,
ἐκπτύω,8,2,
ἐκρέω,8,2,
ἐκρήγνυμι,1,1,-1
ἐκρήγνυμι,3,2,+1
ἐκρήγνυμι,7,1,-1
ἐκσεύομαι,6,3,-1.41421356237309
ἐκσεύομαι,8,6,+0.707106781186547
ἐκσπάω,2,1,
ἐκσπάω,6,1,
ἐκστρέφω,3,1,
ἐκσῴζω,3,2,+0.707106781186547
ἐκσῴζω,7,1,-1.4142135623731
ἐκσώιζω,1,1,-1.37198868114007
ἐκσώιζω,3,2,-0.171498585142509
ἐκσώιζω,7,1,-1.37198868114007
ἐκσώιζω,9,3,+1.02899151085505
ἐκτάδιος,1,5,+0.878438127193422
ἐκτάδιος,3,2,-0.815692546679606
ἐκτάδιος,7,1,-1.38040277130395
ἐκτάδιος,9,1,-1.38040277130395
ἐκτάμνησι,3,1,
ἐκτάσα,1,1,
ἐκταδὰ,9,2,
ἐκταδόν,1,7,
ἐκτανύω,3,4,+0.774596669241483
ἐκτανύω,7,1,-2.32379000772445
ἐκτανύω,9,3,-0.258198889747161
ἐκτέμνω,1,3,-0.775404803701486
ἐκτέμνω,3,7,+0.904638937651734
ἐκτέμνω,7,2,-1.19541573903979
ἐκτέμνω,9,1,-1.6154266743781
ἐκτελέω,1,12,-0.698259770851083
ἐκτελέω,3,11,-0.830904100080858
ἐκτελέω,7,5,-1.62677007545951
ἐκτελέω,9,25,+1.026116509136
ἐκτελής,1,1,
ἐκτερέιξαν,9,2,
ἐκτερέιξε,7,1,
ἐκτερέιξεν,3,1,
ἐκτήνων,1,1,
ἐκτίθημι,3,1,
ἐκτίνω,7,1,
ἐκτινάσσω,3,1,
ἐκτόθεν,1,1,
ἐκτός,1,5,-1.02002248008199
ἐκτός,2,1,-1.90610261429463
ἐκτός,3,10,+0.0875776876838073
ἐκτός,4,1,-1.90610261429463
ἐκτός,5,6,-0.79850244652883
ἐκτός,9,15,+1.1951778554496
ἐκτός,11,5,-1.02002248008199
ἐκτολυπεύω,9,1,
ἐκτορέω,3,1,
ἐκτρέφω,3,1,
ἐκτρέχω,8,1,
ἐκύλισσε,4,1,
ἐκυκίνσετο,8,1,
ἐκφαίνω,1,8,-0.544033067914294
ἐκφαίνω,3,1,-3.4734418951451
ἐκφαίνω,9,11,+0.711427858041768
ἐκφέρω,1,9,+1.03048931588491
ἐκφέρω,3,4,-0.782408554653358
ἐκφέρω,7,4,-0.782408554653358
ἐκφέρω,9,2,-1.50756770286866
ἐκφεύγω,1,9,+0.63505289627712
ἐκφεύγω,3,8,-0.0680413817439777
ἐκφεύγω,7,5,-2.17732421580727
ἐκφεύγω,9,9,+0.63505289627712
ἐκφθίνω,6,2,
ἐκφλύσσω,3,1,
ἐκφορέω,3,1,
ἐκφορέω,7,1,
ἐκφύω,9,2,
ἐκφυσάω,9,1,
ἐκχέω,1,10,-0.70354671029597
ἐκχέω,3,14,+0.411508453191983
ἐκχέω,7,1,-3.21242082814386
ἐκχέω,8,2,-2.93365703727188
ἐκχέω,9,15,+0.690272244063971
ἐλάθοιο,10,1,
ἐλάινος,6.5,4,
ἐλάρη,2,1,
ἐλάσει’,2,1,
ἐλάσιππος,10,1,
ἐλάσσων,8.5,1,-2.44948974278318
ἐλάσσων,10.5,6,+0.408248290463863
ἐλάτειραν,8,9,
ἐλάτη,2,4,-1.53144986821633
ἐλάτη,4,13,+0.753440576876485
ἐλάτη,6,2,-2.03920330045918
ἐλάτη,8,1,-2.29308001658061
ἐλάτη,10,11,+0.245687144633636
ἐλάτης,4,1,
ἐλάτινος,1,2,+0.5
ἐλάτινος,3,2,+0.5
ἐλάτινος,9,1,-2
ἐλάχιστος,10,1,
ἐλαία,6.5,5,-3.25576411921994
ἐλαία,10.5,53,+0.307147558416976
ἐλαΐνεον,2.5,1,
ἐλαϊνέῳ,2.5,1,
ἐλαϊνέῳ,6.5,1,
ἐλαιήεις,2.5,4,
ἐλαιηρός,2.5,1,
ἐλαιόω,10.5,2,
ἐλαιοκόμος,6.5,3,
ἐλαστρέω,6.5,1,
ἐλατήρ,4,19,+0.417750207010199
ἐλατήρ,6,6,-1.99591765571539
ἐλατήρ,8,10,-1.2532506210306
ἐλατήρ,10,21,+0.789083724352597
ἐλατιονίδη,6,1,
ἐλατρεύς,10.5,4,
ἐλαύνω,1,24,-0.835100481454617
ἐλαύνω,2,12,-1.30179292970868
ἐλαύνω,2.5,7,-1.4962481164812
ἐλαύνω,3,5,-1.57403019119021
ἐλαύνω,4,42,-0.135061809073526
ἐλαύνω,4.5,23,-0.873991518809122
ἐλαύνω,6,20,-0.990664630872637
ἐλαύνω,6.5,45,-0.0183886970100106
ἐλαύνω,7,27,-0.718427369391102
ἐλαύνω,8,11,-1.34068396706318
ἐλαύνω,8.5,1,-1.72959434060823
ἐλαύνω,9,55,+0.37052167653504
ἐλαύνω,10,11,-1.34068396706318
ἐλαύνω,10.5,85,+1.53725279717019
ἐλαφηβόλος,6,5,+0.447213595499958
ἐλαφηβόλος,8,1,-2.23606797749979
ἐλαφηβολία,2,1,
ἐλαφρίζω,2.5,15,-1.06458129484475
ἐλαφρίζω,6.5,17,+0.939336436627724
ἐλαφρίσσειε,6.5,1,
ἐλαφρίσσειεν,2.5,1,
ἐλαφρίσσειεν,6.5,1,
ἐλαφρόνοος,2.5,1,
ἐλαφρός,2.5,10,-0.217072381587726
ἐλαφρός,4.5,7,-1.66422159217257
ἐλαφρός,6.5,13,+1.23007682899712
ἐλαφρός,10.5,10,-0.217072381587726
ἐλαφροπόδων,6.5,1,
ἐλαχύς,4,9,+0.575766314849235
ἐλαχύς,8,2,-1.62261416002966
ἐλαχύς,10,1,-1.93666851358379
ἐλέγχω,4,2,-1.63477377926349
ἐλέγχω,4.5,1,-1.76893454534287
ἐλέγχω,6.5,4,-1.36645224710474
ἐλέγχω,8,1,-1.76893454534287
ἐλέγχω,10.5,19,+0.645959244085878
ἐλέηραν,4,1,
ἐλέσπιδος,6.5,1,
ἐλέφας,4,14,-1.20808089938524
ἐλέφας,6,2,-2.14769937668488
ἐλέφας,8,2,-2.14769937668488
ἐλέφας,10,38,+0.671156055214024
ἐλεάω,4,1,-1.4142135623731
ἐλεάω,10,2,+0.707106781186547
ἐλεαίρω,2,6,-1.89796665223893
ἐλεαίρω,4,22,+0.625146286049026
ἐλεαίρω,8,7,-1.74027209359594
ἐλεαίρω,10,21,+0.467451727406029
ἐλεγχείη,2.5,1,-2.64575131106459
ἐλεγχείη,6.5,7,+0.377964473009227
ἐλεγχής,2.5,2,-1.58113883008419
ἐλεγχής,6.5,5,+0.632455532033676
ἐλεέω,2,1,-2.31151296647861
ἐλεέω,4,10,-0.769039485045166
ἐλεέω,8,8,-1.11181136980815
ἐλεέω,10,20,+0.944819938769775
ἐλεεινός,2,1,-1.69047250297418
ἐλεεινός,4,13,+0.899187501582008
ἐλεεινός,8,4,-1.04305750183513
ἐλεεινός,10,5,-0.827252501455447
ἐλεεινός,10.5,1,-1.69047250297418
ἐλεήμων,10,1,
ἐλεημοσύνη,2,1,
ἐλεητύς,10,2,
ἐλείθυια,2.5,2,
ἐλελίζω,2,9,-1.12067213932272
ἐλελίζω,4,14,-0.66312702651199
ἐλελίζω,6,13,-0.754636049074136
ἐλελίζω,8,33,+1.07554440216879
ἐλελίζω,10,4,-1.57821725213345
ἐλελίζω1,2,1,-2.56953349971542
ἐλελίζω1,4,30,+0.624029564216602
ἐλελίζω1,8,11,-1.46830485698024
ἐλεόν,2,1,
ἐλεός,4,1,
ἐλεός,8,1,
ἐλεύθερος,6.5,20,
ἐλευθέριος,6.5,1,
ἐλευθήρ,6.5,1,
ἐλευθοῦς,10.5,1,
ἐλευσίνιος,2.5,2,-1.22474487139159
ἐλευσίνιος,6.5,3,+0.816496580927726
ἐλευσίς,2.5,4,+0.5
ἐλευσίς,6.5,1,-2
ἐλευσινίδαο,6.5,1,
ἐλεφάντινος,6,1,
ἐλεφαίρομαι,2,1,-1.4142135623731
ἐλεφαίρομαι,6,2,+0.707106781186547
ἐλεφαντόβοτος,2,1,
ἐλεφήνωρ,6,2,+0.707106781186547
ἐλεφήνωρ,10,1,-1.4142135623731
ἐλεών,2,1,
ἐλεών,4,1,
ἐλεών,10,1,
ἐληλάμενοι,6.5,1,
ἐληλάμενον,6.5,2,
ἐληλάμενος,6.5,1,
ἐλικάων,10,1,
ἐλινύω,2.5,2,+0.707106781186547
ἐλινύω,6.5,1,-1.4142135623731
ἐλινῦσαι,6.5,1,
ἐλισοῦντος,10,1,
ἐλισσόμεναι,6.5,1,
ἐλλεδανός,3,1,-1.4142135623731
ἐλλεδανός,7,2,+0.707106781186547
ἐλλείπω,1,1,
ἐλλείπω,3,1,
ἐλλείπω,9,1,
ἐλλείπω,10,1,
ἐλλοπίευς,9,2,
ἐλλοπιεύω,9,1,
ἐλλοφόνον,1,1,
ἐλπήνωρ,1,2,+1
ἐλπήνωρ,5,1,-1
ἐλπήνωρ,6,1,-1
ἐλπίς,1,19,+0.730662025203097
ἐλπίς,3,6,-1.73711314815442
ἐλπίς,5,1,-2.68625744559962
ἐλπίς,7,9,-1.1676265696873
ἐλπίς,9,18,+0.540833165714057
ἐλπἱδες,7,1,
ἐλπωρή,1,12,+0.761686724754125
ἐλπωρή,3,4,-1.2006248373243
ἐλπωρή,7,3,-1.4459137825841
ἐλύω,4.5,1,-2.73861278752583
ἐλύω,8.5,1,-2.73861278752583
ἐλύω,10.5,15,+0.365148371670111
ἐλὼν,6.5,1,
ἐμαυτοῦ,8,1,
ἐμαυτοῦ,10.5,1,
ἐμβάλλω,1,9,-0.92543309150177
ἐμβάλλω,3,5,-1.20083549947604
ἐμβάλλω,4,2,-1.40738730545674
ἐμβάλλω,6,2,-1.40738730545674
ἐμβάλλω,7,10,-0.856582489508203
ἐμβάλλω,8,4,-1.26968610146961
ἐμβάλλω,9,36,+0.933533162324543
ἐμβαδόν,1,1,
ἐμβαίνω,1,7,+0.0916698497028213
ἐμβαίνω,3,7,+0.0916698497028213
ἐμβαίνω,7,1,-3.20844473959874
ἐμβαίνω,8,1,-3.20844473959874
ἐμβαίνω,9,8,+0.641688947919748
ἐμβασίοιό,3,1,
ἐμβασιλεύω,9,11,
ἐμβολάδην,3,1,
ἐμβρέμομαι,3,1,
ἐμέθυσσαν,4,2,
ἐμέω,2,1,
ἐμέω,2.5,1,
ἐμέω,3,1,
ἐμέω,4,1,
ἐμέω,4.5,1,
ἐμεἰγων,10.5,1,
ἐμελοντο,10,1,
ἐμιστύλαντο,6.5,1,
ἐμκαντεύοντο,6,1,
ἐμμάσσομαι,8,1,
ἐμμαίνομαι,4,1,
ἐμμαπέως,7,4,
ἐμμελής,1,3,
ἐμμεμαώς,1,10,+0.72414794338066
ἐμμεμαώς,3,9,+0.303131697229114
ἐμμεμαώς,7,1,-3.06499827198326
ἐμμεμαώς,9,5,-1.38093328737707
ἐμμενής,1,3,-1.06144555520604
ἐμμενής,7,1,-1.95959179422654
ἐμμενής,9,7,+0.734846922834954
ἐμνώετο,8,2,
ἐμός,2,28,-1.6168840647071
ἐμός,2.5,257,-0.0631939550529285
ἐμός,4,31,-1.59653004580333
ἐμός,4.5,66,-1.35906649192606
ἐμός,5,1,-1.800070234841
ἐμός,6,8,-1.75257752406554
ἐμός,6.5,405,+0.94093764419955
ἐμός,8,61,-1.39298985676567
ἐμός,8.5,4,-1.77971621593723
ἐμός,10,7,-1.75936219703347
ἐμός,10.5,39,-1.54225266205996
ἐμὀν,4,1,
ἐμὀν,6.5,1,
ἐμπάζομαι,6,6,-1.08012344973464
ἐμπάζομαι,8,7,+0.925820099772552
ἐμπάσσω,4,1,
ἐμπάσσω,8,1,
ἐμπαίω,1,1,
ἐμπέραμος,1,1,
ἐμπεδόμυθος,3,2,
ἐμπείραμος,6,2,
ἐμπελάζω,3,2,
ἐμπελαδόν,3,1,
ἐμπερόνημα,9,1,
ἐμπήγνυμι,8,1,
ἐμπίμπρημι,2.5,5,-0.253489700209791
ἐμπίμπρημι,3,2,-1.20407607599651
ἐμπίμπρημι,4.5,2,-1.20407607599651
ἐμπίμπρημι,6,1,-1.52093820125875
ἐμπίμπρημι,6.5,9,+1.01395880083916
ἐμπίμπρημι,8,1,-1.52093820125875
ἐμπίπλημι,1,1,-1.94665705356915
ἐμπίπλημι,2.5,4,-0.811107105653813
ἐμπίπλημι,3,6,-0.0540738070435877
ἐμπίπλημι,4,2,-1.56814040426404
ἐμπίπλημι,6.5,9,+1.08147614087175
ἐμπίπλημι,7,2,-1.56814040426404
ἐμπίπλημι,8,8,+0.702959491566638
ἐμπίπλημι,9,3,-1.18962375495893
ἐμπίπτω,1,6,-1.32518851419707
ἐμπίπτω,3,4,-1.49642073794164
ἐμπίπτω,7,6,-1.32518851419707
ἐμπίπτω,9,30,+0.729598170737715
ἐμπίτνω,1,1,-1.4142135623731
ἐμπίτνω,3,2,+0.707106781186547
ἐμπίτνω,8,1,-1.4142135623731
ἐμπίτνω,9,2,+0.707106781186547
ἐμπλέκω,2.5,1,
ἐμπλέω,1,2,-1.2750393478208
ἐμπλέω,6.5,3,-0.80856153764246
ἐμπλέω,8,3,-0.80856153764246
ἐμπλέω,9,7,+1.05734970307091
ἐμπλήγδην,1,1,
ἐμπλήσσω,2.5,1,-2.44948974278318
ἐμπλήσσω,3,3,+0.408248290463863
ἐμπλήσσω,6.5,3,+0.408248290463863
ἐμπνέω,1,2,-1.21289926212394
ἐμπνέω,2.5,1,-1.54368996997592
ἐμπνέω,3,3,-0.882108554271954
ἐμπνέω,4,6,+0.110263569283994
ἐμπνέω,6.5,9,+1.10263569283994
ἐμπνέω,7,1,-1.54368996997592
ἐμπνέω,8,2,-1.21289926212394
ἐμποιέω,6,1,
ἐμποιέω,8,1,
ἐμπολάω,9,1,
ἐμπορία,1,1,
ἐμπορία,3,1,
ἐμπρήθω,2.5,1,-1.78885438199983
ἐμπρήθω,4.5,2,-0.447213595499958
ἐμπρήθω,6.5,3,+0.894427190999916
ἐμπυριβήτης,9,1,
ἐμφέρω,1,1,
ἐμφέρω,3,1,
ἐμφορέω,3,2,
ἐμφορέω,9,2,
ἐμφύλιος,6,5,-1.09544511501033
ἐμφύλιος,8,6,+0.912870929175276
ἐμφύω,1,1,-1.41421356237309
ἐμφύω,3,4,+0.707106781186547
ἐμφύω,4,1,-1.41421356237309
ἐν,1,484,-0.200228921786984
ἐν,2,70,-1.91178745091958
ἐν,2.5,401,-0.543367467482649
ἐν,3,844,+1.28808284267614
ἐν,4,145,-1.60172249998976
ἐν,4.5,1,-2.19704720577501
ἐν,5,2,-2.19291300642928
ἐν,6,67,-1.92419004895677
ἐν,6.5,754,+0.916004901560363
ἐν,7,146,-1.59758830064403
ἐν,8,256,-1.14282637261363
ἐν,8.5,4,-2.18464460773782
ἐν,9,448,-0.349060098233297
ἐν,10,433,-0.41107308841926
ἐν,10.5,46,-2.01100823521712
"ἐν,ἀντί,ἐνλούω",6.5,1,
"ἐν,διάἀάω",1,1,
"ἐν,ἐκλάζω",6.5,1,
ἐν-εἰμί,2.5,1,
ἐνάγω,4.5,1,
ἐνάκις,1,1,
ἐνάλιος,1,28,+0.811766066586183
ἐνάλιος,3,10,-0.944638261628422
